time	V(voutp)
7.176109301909444e-008	0.000000e+000
7.183130266949811e-008	0.000000e+000
7.192465303991591e-008	0.000000e+000
7.203008070650420e-008	0.000000e+000
7.214402816008005e-008	0.000000e+000
7.227093701290696e-008	0.000000e+000
7.252475471856080e-008	0.000000e+000
7.303239012986848e-008	0.000000e+000
7.400895262986848e-008	0.000000e+000
7.498551512986848e-008	0.000000e+000
7.508343750000001e-008	0.000000e+000
7.527928224026308e-008	0.000000e+000
7.567097172078922e-008	0.000000e+000
7.573097172078922e-008	0.000000e+000
7.585097172078922e-008	0.000000e+000
7.591097172078922e-008	0.000000e+000
7.594000000000000e-008	0.000000e+000
7.599805655842157e-008	0.000000e+000
7.606000000000001e-008	0.000000e+000
7.606151107498647e-008	0.000000e+000
7.606453322495940e-008	0.000000e+000
